Timestamp,Email address,First Name,Last Name,Mobile Number,Nationality,LinkedIn Profile,Please upload your current CV or Resume,"In addition to your data skills, do you have any particular domain expertise?",I'm interested in becoming a,Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQL,BigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQLBigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],What is your highest educational attainment? ,Please list your last degree and the institution in which you obtained it,What is your current job title?,Where are you currently working?,"Do you have other commitments which are similar to mentoring or being an instructor in the field of Data Literacy, Data Analytics, or Data Science?",Which industry does your current company belong to? ,How many years of relevant data related experience do you have? ,Why are you interested in applying to this role?,What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Monday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Tuesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Wednesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Thursday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Friday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Saturday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Sunday],How did you learn about this role?,Do you have any questions for us?,Did you have prior Eskwelabs Interactions?,What is your previous interaction with Eskwelabs?,Average Mentor CSAT,Average Instructor CSAT,Red Flags?,Pool Status
44656.41556,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,36.89666961,38.45901624,37.99967218,29.17743236,49.89086834,56.13992653,78.06616983,70.35643676,58.73656245,39.96838005,41.82871699,38.16878284,33.77377836,57.3018597,46.36582713,62.18002288,45.67251755,67.34884664,47.69753914,87.27167213,45.22150348,63.17328313,60.76243672,20.94665304,39.59789847,42.92249133,44.83319919,56.27157811,78.70803663,48.85096274,53.05350219,52.71976207,65.56706934,61.39362587,49.90608614,41.61197395,60.87131414,37.26819849,22.98854076,33.62278729,59.41215705,57.06821355,40.31460052,76.49477959,25.17230467,93.68388368,29.24113675,47.06357379,26.17546685,86.75690104,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,1.03,8.77,No,Active
44656.53847,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,37.05818805,28.55449187,55.71707869,75.75594577,45.78702698,87.08917911,96.33805317,20.1448152,53.91931138,12.95871607,50.2085243,47.82254366,44.45803002,80.79117442,58.08202677,42.8427803,45.07346368,39.64341335,50.13329116,52.7549577,58.90048394,51.6296744,62.86980524,70.28842189,43.97089555,89.79980542,52.1191448,47.34951984,71.84149756,36.79546479,66.58502026,71.57145059,70.76934298,77.30795249,45.21227264,5.091537632,29.89493029,64.1445993,83.22335508,41.86578545,35.15309048,81.40955475,33.3285868,50.64578658,46.71651195,23.78761323,43.34476012,53.70758703,53.016626,45.23371994,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.15,,No,Active
44656.63648,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,47.15711522,54.76278631,74.91695968,26.19892058,57.30039624,13.42226426,94.6693935,53.43304183,87.79912843,16.94494837,50.21870421,35.45829998,68.12558754,38.93813855,69.07531563,55.06366942,34.56208493,17.94831863,47.24471739,27.91539419,44.43330479,48.49727876,47.4582431,104.1545995,70.05807877,20.4055302,65.18267019,88.09432014,104.3141902,73.74708488,35.37467205,60.442874,28.33537119,39.01127084,38.91118308,58.39468656,75.77034912,68.69199679,46.55228631,67.11495234,50.87189783,72.52983111,35.48578237,64.56004334,67.35397205,62.17655237,32.81940881,57.65434164,40.58407898,56.50764276,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.82,,No,Active
44656.64509,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,62.65948649,43.67295414,65.61549572,58.33095974,76.8896116,37.89933472,25.73375646,73.49900476,39.86574924,21.76386549,83.99737289,43.08811145,60.52452077,46.79341522,51.20253583,62.17589696,37.90234671,33.60776964,35.57362663,55.29606739,84.52575987,49.4899376,42.03075133,39.13308459,58.73265684,74.51724944,41.25535966,53.39801123,31.00241128,25.51089224,32.24404854,35.3846292,27.44838142,42.0304068,58.40782647,79.8269659,22.42800223,71.11155678,30.4868331,43.53481272,49.82341468,22.82648699,80.68642223,53.00263967,46.24256088,46.58646595,53.61411144,60.78119909,55.75933295,39.54702036,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Afternoon Shift (1pm to 6pm),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,6.52,,No,Active
44656.6992,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,43.88290361,13.816804,79.56059216,47.610447,54.69763513,52.28506859,32.59114343,92.79854154,74.60518425,59.96936008,63.80430872,40.21440193,76.56650607,56.49050582,26.75880486,39.88727265,60.50831025,11.53645903,29.52065429,37.56337465,28.56788574,28.59908747,60.48558733,32.19683604,60.97065267,25.62160987,43.77953383,45.66122088,89.84839553,34.74421886,44.05652019,27.56640389,69.37704243,48.6182641,44.90858319,23.12538708,23.48219794,51.62092947,44.14553444,74.17183908,68.6836256,93.34134375,53.66735487,67.46830301,37.15302545,23.830313,36.38016733,36.17898163,39.88362604,53.52159817,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,redacted,redacted,Yes,redacted,9.62,9.42,No,Active
44870.20411,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,63.91871964,51.57890664,34.41066948,49.37541772,40.96709336,65.76431329,54.66603188,44.59156998,61.91577601,14.38330574,26.87680627,45.84603004,65.199616,55.79660471,48.11030126,27.38502045,28.61719116,-2.589411627,82.18135823,70.73863313,55.63837134,35.4204895,65.54523666,58.94814291,27.31586337,104.8494878,59.11991636,74.34431465,80.15160807,53.19857728,43.45491561,52.36482715,75.54116187,49.61396873,28.93352986,5.517356466,17.18050274,65.66954418,47.83241365,51.33143522,67.1863118,49.13734277,88.20625418,75.08498965,-0.65776959,70.35163624,55.83179636,45.39582779,24.82818305,72.17532774,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,1.3,5.86,No,Active
44870.87341,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,79.20180903,8.330537059,50.6781745,68.58937332,42.7170072,43.74549323,31.39737995,75.47971933,29.40313488,47.71525144,44.85367511,60.24771574,53.91031885,53.81248119,57.99012825,76.8143273,32.62152856,83.13287871,30.79717606,62.8058137,1.522509542,76.95235316,49.25891169,40.56006095,66.90172373,58.87080858,52.27189734,52.84363151,49.41207288,9.46153537,34.38578714,29.48182794,51.89111165,27.1490712,40.39231739,46.36943937,59.48820663,74.22220607,38.05098412,46.51305673,53.514425,90.59297921,28.13889066,86.76161953,62.64310856,39.14343532,46.7321398,58.53568068,47.74146276,46.77669053,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,6.27,,No,Active
24/05/2022 09:15:47,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,68.73432364,34.99980096,105.4298497,20.88911915,54.72870566,36.3309927,37.71998318,42.66025933,63.47820024,31.49483912,56.43747366,75.02340147,46.22492881,68.60434989,31.93037432,28.23637805,77.03165816,26.38165167,47.55992767,61.46610274,95.10246555,58.86628567,9.253747485,55.57187697,45.52644099,51.47133798,45.88605015,52.44150264,25.8784553,47.32370454,2.955047833,37.62344319,31.9410129,76.42431958,45.43203449,73.85542122,41.48109737,71.62832649,20.05141278,59.75652214,46.53570749,63.11839992,61.90194881,28.86960362,34.9869245,66.10801283,45.09630687,67.43282621,52.10213601,27.7257838,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Not available for the whole day,Afternoon Shift (1pm to 6pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.28,,No,Inactive
24/05/2022 16:30:09,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,55.84796166,52.91644958,50.31269797,45.27219979,62.45392548,70.40711034,76.84886921,80.12069739,32.52254372,41.85204577,50.32367542,32.63713777,52.50350514,61.21662701,54.42485733,15.02243903,74.67588843,14.31155575,9.439683505,33.75351541,44.46158652,79.71074253,22.35304335,64.91057536,63.92476069,42.44396235,61.89589507,98.30073055,14.04380904,57.93193577,4.072610012,58.00785535,48.32497493,84.17966746,77.67526486,27.34063467,41.99955957,65.3576866,27.8051482,67.77360725,6.383830289,47.08721436,36.41139031,33.11251715,54.26132006,30.5944595,20.07636963,55.81031048,35.10528008,36.10949294,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.25,,No,Active
24/05/2022 18:36:13,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,43.2399504,52.99271437,51.65553035,54.9452821,85.15159595,64.57916386,102.9301825,48.67340219,70.12379454,30.15692774,52.872121,58.92630256,38.74472354,84.84177036,69.24482569,58.8364803,49.84362045,71.16760535,22.92177295,43.87254043,33.4770909,36.27194406,51.6405885,29.03251679,40.35454672,53.13780203,37.16759388,80.6700151,39.85999534,83.38838089,30.68196265,42.59692471,47.52639251,64.14144146,65.51653054,73.40526194,62.58231496,48.74422061,52.23303294,55.48356567,25.62538208,62.46868655,63.30380086,61.32298128,98.14620869,55.27974022,51.95217451,45.98147363,35.88456535,59.63363854,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),redacted,redacted,Yes,redacted,9.42,,No,Active
25/05/2022 10:42:39,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,25.73293627,41.04269027,76.75634366,29.95658341,58.70092773,52.0203035,68.46487304,27.92985578,0.160770146,38.7706207,17.09445032,48.9436722,14.3032145,53.36443951,29.16390925,32.68850307,94.68593871,81.40440106,24.73060669,15.30258964,14.3006026,32.66117677,72.6680356,50.32948183,43.43781542,41.69421947,22.73643731,84.14207534,52.12657505,97.47079596,44.04198952,41.9340278,75.66241788,-0.77881381,68.31395687,52.89598202,16.38795787,44.48233897,66.78105335,29.92922258,22.23512556,88.56078234,2.15055611,60.4524969,57.55898346,74.39036189,23.20394719,30.13436691,22.83780091,56.96057138,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,redacted,redacted,Yes,redacted,5.39,,No,Active
25/05/2022 11:09:20,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,48.65752992,58.45676713,24.40831904,37.07535932,21.54688255,35.1904529,45.01829097,41.80819251,54.24239708,32.56782471,54.46410737,65.30074011,88.92162319,40.64939354,60.48707321,44.84582386,54.19129568,73.87076953,75.79824537,39.440561,52.46447504,70.95565002,36.83855951,71.35614264,56.29591428,56.56248014,49.82102147,33.31599483,50.40299094,28.82900963,95.24366092,59.31717077,41.48112693,77.28115909,45.40179058,61.75138756,36.59107183,31.06888706,70.47658078,55.33922944,39.24502527,17.48557557,43.58285737,55.15323477,61.08654833,42.61380307,66.27228634,49.24071511,52.79864833,55.30301865,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Not available for the whole day,Afternoon Shift (1pm to 6pm),"Afternoon Shift (1pm to 6pm), Not available for the whole day",redacted,redacted,Yes,redacted,9.75,,No,Active
25/05/2022 11:10:59,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,81.92995275,60.25711781,36.82941313,40.12401175,50.40063623,26.95905162,33.042324,55.75643399,45.85539726,75.59316085,53.34397565,75.48295468,61.53187364,93.01119098,46.02809249,66.13865617,58.38439396,65.83201318,36.64744954,7.025753282,43.74198341,49.48964365,34.9919363,40.71488866,60.07679985,82.5975846,22.78684135,35.36881892,69.09727757,40.23809237,59.22723098,80.04662448,37.60517484,68.14522733,77.38203608,81.77593778,47.73528035,12.68180192,68.33008437,75.67821414,58.39540403,22.71638887,45.66354519,39.61095633,100.6738346,70.24982181,60.95004764,48.56857741,14.27206704,39.66831412,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Not available for the whole day,Not available for the whole day,redacted,redacted,Yes,redacted,8.05,,No,Active
25/05/2022 12:52:27,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,33.87595399,74.91762421,32.13834142,43.82996731,12.74339489,31.54099199,64.65454845,59.31047947,39.34931779,44.14373845,49.0862562,39.66744118,34.38899785,16.69089064,58.7912446,18.86435701,90.89444881,16.07610518,39.64846978,40.65416714,60.95590744,26.61688615,44.63654927,90.97094477,69.33264336,45.73489991,54.67086265,17.93121882,43.94944038,64.94743749,55.41682159,49.98421846,59.29321729,73.01709404,39.0171306,41.66217126,51.21664478,50.54513279,48.30659726,54.74510776,40.49087948,47.97652936,69.08509861,44.46717227,45.9193294,63.04621111,53.70504812,59.66237432,74.95182809,40.1858459,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,Yes,redacted,9.3,,No,Active
25/05/2022 17:11:25,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,46.48927767,30.31682531,51.54077007,29.0152941,38.77043217,79.55549262,57.57879238,42.68117473,40.40172903,41.12365497,56.80488573,57.96007278,78.78678698,50.69648198,74.72673837,20.07312202,72.21244176,60.96487616,67.79858628,63.9782768,68.8237185,46.1803046,47.90107518,102.5875924,60.65977872,48.97727057,59.45123001,19.85929794,15.7678858,61.08084369,56.19960067,53.28966174,27.98763914,49.07884982,48.11307616,43.13989004,2.147838058,77.32488383,62.27657944,86.77425152,99.03487752,22.52013244,58.9570461,57.40877467,42.46150591,39.8340774,47.82873727,11.29687029,38.33340914,34.1546524,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Evening Shift (6pm to 9pm,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,2.24,,No,Inactive
25/05/2022 22:01:29,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,16.9010419,22.22477147,82.19845639,44.023525,91.64552166,60.59720739,20.51880606,28.28180669,43.61882877,48.76650722,57.93560639,58.43255637,56.41964967,43.69310308,3.672140585,53.91538675,59.838984,27.36992036,33.54506589,81.03137888,45.85882174,52.94256153,85.06365988,6.029227326,63.5551047,-2.23432048,39.58674828,22.54652123,69.62167149,87.91027597,66.50212291,38.85145765,87.07487706,66.1013593,90.86340726,49.36587661,77.3369091,65.9659237,75.07727711,59.14821465,99.5886149,28.25884555,52.54726827,30.67301283,47.21126995,90.13069644,44.08625999,66.22928961,51.91046152,68.0238536,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,redacted,redacted,Yes,redacted,8.9,,No,Active
25/05/2022 23:39:31,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,28.96935573,28.08469185,51.15259577,32.02572403,86.46670433,106.8833828,26.59062264,54.30959001,-10.39719319,62.99547024,56.73308661,44.73396123,48.31442056,75.25651207,54.41503163,66.77034271,74.05062071,41.13666468,31.94052214,59.9647304,70.554819,45.41041,39.43871833,36.52766443,55.26388006,72.92492907,73.35459431,19.30150028,65.43720049,89.02527807,31.78435625,22.58940749,70.85266622,54.55932349,34.85297272,46.94647764,48.96951969,48.71043212,28.41997116,20.35379299,69.36799829,78.89166896,33.08057432,52.46900772,52.02779158,79.59012929,88.06582166,73.04213998,60.68706637,65.78179977,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Afternoon Shift (1pm to 6pm),"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,Yes,redacted,4.1,,No,Inactive
27/05/2022 10:11:04,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,63.0321369,58.92625633,90.01048083,54.13912454,36.84511404,18.32741192,46.93948369,64.92701076,60.54059517,13.82983802,20.09107386,22.04749975,53.61676921,35.6865312,20.403208,78.09110468,33.16501081,20.43662435,59.4485439,40.16733406,50.65405411,55.79764172,10.24534055,-3.338403743,42.16577993,39.99409994,21.68433005,73.59286815,58.0092178,87.65345211,82.62866861,60.09583102,47.19727569,47.04832666,45.64304804,64.37647541,72.58679639,36.91723664,56.71907864,74.52413705,51.79156741,24.93291851,31.55676264,51.81833688,77.30687178,40.96158051,57.2916222,59.40496866,57.9793631,76.37389368,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",Not available for the whole day,Not available for the whole day,redacted,redacted,Yes,redacted,9.86,,Yes,Inactive
28/05/2022 01:53:42,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,59.26471573,72.67298032,60.42629539,41.45275717,16.88590053,52.98169012,56.28429256,35.42259026,53.49186058,56.11969201,56.02215606,48.84777995,37.09903043,24.88518306,64.93525767,26.70940629,31.81340465,50.43711499,29.70406054,70.49920501,26.12164561,55.20611684,61.87967011,50.83983563,33.29054724,56.09650834,79.49136888,40.65921669,70.32157471,75.48775095,53.33584882,56.09487041,65.99679414,46.75833987,6.744332851,55.55583397,82.06779742,74.74648502,19.96296314,71.21127016,39.96052461,43.207158,60.85309888,67.55690096,31.77272693,22.41513529,37.20617731,69.80052186,32.81891857,43.02403755,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,redacted,redacted,Yes,redacted,9.96,,No,Inactive
44567.41484,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,31.89416959,60.25109889,29.97366189,28.75089719,45.23854382,50.93115302,71.97664288,65.04639198,43.73250715,25.92378272,43.69992668,41.66472484,34.15902999,50.85538389,91.68776574,33.57339368,53.7209455,11.67456261,65.9132163,72.20356023,79.38923939,66.82409428,48.93704492,26.43416015,35.98950589,29.65228776,70.64437439,69.09095181,12.71948277,53.27909018,62.98350383,27.92424742,59.54041241,40.45253795,32.46036187,37.2505617,54.79676453,68.61037321,48.83289399,5.868067396,67.67773367,72.50434233,54.84897939,11.74989231,46.54941197,34.37667678,51.29636618,36.8247807,54.52352225,65.56313105,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Afternoon Shift (1pm to 6pm),Not available for the whole day,redacted,redacted,Yes,redacted,8.75,,No,Active
44567.6169,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,36.65785886,32.79502623,54.32236155,55.91724306,53.20251314,34.35339137,39.37658518,45.79936542,48.57242431,24.71123735,13.1135862,50.31772695,14.94131742,41.26832516,64.88956774,35.97001131,36.6559127,82.66758621,49.04911986,54.87902945,69.59846625,59.10162298,55.64907704,51.44701896,66.61232652,79.43750464,38.70074747,77.78441913,31.1939925,58.81625459,65.36297728,37.2349433,68.02812314,21.34120884,29.54485309,98.66341268,58.7892374,28.86344629,37.27481433,79.57677935,56.59997952,75.27209729,54.40619415,19.81396567,85.14970746,13.61426766,63.93977324,28.63267714,62.47025217,54.35094342,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",Not available for the whole day,Not available for the whole day,redacted,redacted,Yes,redacted,8.18,,Yes,Active
